Editorial,Genero,Plataforma,Nombre,Plataforma,Región,Venta Millones
Infogrames,Racing,PS,Test Drive Le Mans,PS,Japón,$0
Infogrames,Racing,PS,Test Drive Le Mans,PS,Norte América,"$0,03"
Infogrames,Racing,PS,Test Drive Le Mans,PS,Otros,$0
Infogrames,Racing,XB,Test Drive Off-Road Wide Open,XB,Europa,"$0,03"
Infogrames,Racing,XB,Test Drive Off-Road Wide Open,XB,Japón,$0
Infogrames,Racing,XB,Test Drive Off-Road Wide Open,XB,Norte América,"$0,15"
Infogrames,Racing,XB,Test Drive Off-Road Wide Open,XB,Otros,"$0,01"
Infogrames,Racing,N64,V-Rally Edition 99,N64,Europa,"$0,02"
Infogrames,Racing,N64,V-Rally Edition 99,N64,Japón,$0
Infogrames,Racing,N64,V-Rally Edition 99,N64,Norte América,"$0,07"
Infogrames,Racing,N64,V-Rally Edition 99,N64,Otros,$0
Infogrames,Role-Playing,GBA,Dragon Ball Z: The Legacy of Goku,GBA,Europa,"$0,12"
Infogrames,Role-Playing,GBA,Dragon Ball Z: The Legacy of Goku,GBA,Japón,$0
Infogrames,Role-Playing,GBA,Dragon Ball Z: The Legacy of Goku,GBA,Norte América,"$1,52"
Infogrames,Role-Playing,GBA,Dragon Ball Z: The Legacy of Goku,GBA,Otros,"$0,05"
Infogrames,Role-Playing,GC,Phantasy Star Online Episode I & II,GC,Europa,"$0,06"
Infogrames,Role-Playing,GC,Phantasy Star Online Episode I & II,GC,Japón,"$0,16"
Infogrames,Role-Playing,GC,Phantasy Star Online Episode I & II,GC,Norte América,"$0,23"
Infogrames,Role-Playing,GC,Phantasy Star Online Episode I & II,GC,Otros,"$0,01"
Infogrames,Shooter,PS,Doom,PS,Europa,"$0,3"
Infogrames,Shooter,PS,Doom,PS,Japón,$0
Infogrames,Shooter,PS,Doom,PS,Norte América,"$0,43"
Infogrames,Shooter,PS,Doom,PS,Otros,"$0,05"
Infogrames,Shooter,XB,Gunvalkyrie,XB,Europa,"$0,04"
Infogrames,Shooter,XB,Gunvalkyrie,XB,Japón,$0
Infogrames,Shooter,XB,Gunvalkyrie,XB,Norte América,"$0,13"
Infogrames,Shooter,XB,Gunvalkyrie,XB,Otros,"$0,01"
Infogrames,Shooter,GC,Men in Black II: Alien Escape,GC,Europa,$0
Infogrames,Shooter,GC,Men in Black II: Alien Escape,GC,Japón,$0
Infogrames,Shooter,GC,Men in Black II: Alien Escape,GC,Norte América,"$0,01"
Infogrames,Shooter,GC,Men in Black II: Alien Escape,GC,Otros,$0
Infogrames,Shooter,PS2,Men in Black II: Alien Escape,PS2,Europa,"$0,19"
Infogrames,Shooter,PS2,Men in Black II: Alien Escape,PS2,Japón,$0
Infogrames,Shooter,PS2,Men in Black II: Alien Escape,PS2,Norte América,"$0,24"
Infogrames,Shooter,PS2,Men in Black II: Alien Escape,PS2,Otros,"$0,06"
Infogrames,Shooter,PS,Men in Black The Series: Crashdown,PS,Europa,"$0,02"
Infogrames,Shooter,PS,Men in Black The Series: Crashdown,PS,Japón,$0
Infogrames,Shooter,PS,Men in Black The Series: Crashdown,PS,Norte América,"$0,03"
Infogrames,Shooter,PS,Men in Black The Series: Crashdown,PS,Otros,$0
Infogrames,Shooter,PS2,Unreal Tournament,PS2,Europa,"$0,22"
Infogrames,Shooter,PS2,Unreal Tournament,PS2,Japón,$0
Infogrames,Shooter,PS2,Unreal Tournament,PS2,Norte América,"$0,28"
Infogrames,Shooter,PS2,Unreal Tournament,PS2,Otros,"$0,07"
Infogrames,Simulation,PS,There,PS,Europa,"$0,02"
Infogrames,Simulation,PS,There,PS,Japón,$0
Infogrames,Simulation,PS,There,PS,Norte América,"$0,03"
Infogrames,Simulation,PS,There,PS,Otros,$0
Infogrames,Sports,GC,Backyard Baseball,GC,Europa,"$0,03"
Infogrames,Sports,GC,Backyard Baseball,GC,Japón,$0
Infogrames,Sports,GC,Backyard Baseball,GC,Norte América,"$0,1"
Infogrames,Sports,GC,Backyard Baseball,GC,Otros,$0
Infogrames,Sports,GBA,Backyard NFL Football,GBA,Europa,"$0,15"
Infogrames,Sports,GBA,Backyard NFL Football,GBA,Japón,$0
Infogrames,Sports,GBA,Backyard NFL Football,GBA,Norte América,"$0,4"
Infogrames,Sports,GBA,Backyard NFL Football,GBA,Otros,"$0,01"
Infogrames,Sports,GC,Backyard NFL Football,GC,Europa,"$0,05"
Infogrames,Sports,GC,Backyard NFL Football,GC,Japón,$0
Infogrames,Sports,GC,Backyard NFL Football,GC,Norte América,"$0,2"
Infogrames,Sports,GC,Backyard NFL Football,GC,Otros,"$0,01"
Infogrames,Sports,PS,Backyard Soccer,PS,Europa,"$0,05"
Infogrames,Sports,PS,Backyard Soccer,PS,Japón,$0
Infogrames,Sports,PS,Backyard Soccer,PS,Norte América,"$0,07"
Infogrames,Sports,PS,Backyard Soccer,PS,Otros,"$0,01"
Infogrames,Sports,PS,Peter Jacobsen's Golden Tee Golf,PS,Europa,"$0,05"
Infogrames,Sports,PS,Peter Jacobsen's Golden Tee Golf,PS,Japón,$0
Infogrames,Sports,PS,Peter Jacobsen's Golden Tee Golf,PS,Norte América,"$0,07"
Infogrames,Sports,PS,Peter Jacobsen's Golden Tee Golf,PS,Otros,"$0,01"
Infogrames,Sports,N64,PGA European Tour,N64,Europa,$0
Infogrames,Sports,N64,PGA European Tour,N64,Japón,$0
Infogrames,Sports,N64,PGA European Tour,N64,Norte América,"$0,01"
Infogrames,Sports,N64,PGA European Tour,N64,Otros,$0
Infogrames,Sports,PS,Power Spike Pro Beach Volleyball,PS,Europa,"$0,02"
Infogrames,Sports,PS,Power Spike Pro Beach Volleyball,PS,Japón,$0
Infogrames,Sports,PS,Power Spike Pro Beach Volleyball,PS,Norte América,"$0,03"
Infogrames,Sports,PS,Power Spike Pro Beach Volleyball,PS,Otros,$0
Infogrames,Strategy,PS,Hogs of War,PS,Europa,"$0,01"
Infogrames,Strategy,PS,Hogs of War,PS,Japón,$0
Infogrames,Strategy,PS,Hogs of War,PS,Norte América,"$0,01"
Infogrames,Strategy,PS,Hogs of War,PS,Otros,$0
Infogrames,Strategy,PC,RollerCoaster Tycoon: Gold Edition,PC,Europa,$0
Infogrames,Strategy,PC,RollerCoaster Tycoon: Gold Edition,PC,Japón,$0
Infogrames,Strategy,PC,RollerCoaster Tycoon: Gold Edition,PC,Norte América,"$0,01"
Infogrames,Strategy,PC,RollerCoaster Tycoon: Gold Edition,PC,Otros,$0
Infogrames,Strategy,N64,Worms Armageddon,N64,Europa,"$0,01"
Infogrames,Strategy,N64,Worms Armageddon,N64,Japón,$0
Infogrames,Strategy,N64,Worms Armageddon,N64,Norte América,"$0,03"
Infogrames,Strategy,N64,Worms Armageddon,N64,Otros,$0
Insomniac Games,Action,PC,Song of the Deep,PC,Europa,$0
Insomniac Games,Action,PC,Song of the Deep,PC,Japón,$0
Insomniac Games,Action,PC,Song of the Deep,PC,Norte América,"$0,02"
Insomniac Games,Action,PC,Song of the Deep,PC,Otros,$0
Insomniac Games,Action,PS4,Song of the Deep,PS4,Europa,$0
Insomniac Games,Action,PS4,Song of the Deep,PS4,Japón,$0
Insomniac Games,Action,PS4,Song of the Deep,PS4,Norte América,"$0,05"
Insomniac Games,Action,PS4,Song of the Deep,PS4,Otros,"$0,01"
Insomniac Games,Action,XOne,Song of the Deep,XOne,Europa,$0
Insomniac Games,Action,XOne,Song of the Deep,XOne,Japón,$0
Insomniac Games,Action,XOne,Song of the Deep,XOne,Norte América,"$0,03"
Insomniac Games,Action,XOne,Song of the Deep,XOne,Otros,$0
Interchannel,Adventure,PS2,Clannad,PS2,Europa,$0
Interchannel,Adventure,PS2,Clannad,PS2,Japón,"$0,04"
Interchannel,Adventure,PS2,Clannad,PS2,Norte América,$0
Interchannel,Adventure,PS2,Clannad,PS2,Otros,$0
Interchannel,Adventure,PS2,Otometeki Koi Kakumei * Love Revo,PS2,Europa,$0
Interchannel,Adventure,PS2,Otometeki Koi Kakumei * Love Revo,PS2,Japón,"$0,03"
Interchannel,Adventure,PS2,Otometeki Koi Kakumei * Love Revo,PS2,Norte América,$0
Interchannel,Adventure,PS2,Otometeki Koi Kakumei * Love Revo,PS2,Otros,$0
Interchannel,Adventure,PS2,School Days LxH,PS2,Europa,$0
Interchannel,Adventure,PS2,School Days LxH,PS2,Japón,"$0,02"
Interchannel,Adventure,PS2,School Days LxH,PS2,Norte América,$0
Interchannel,Adventure,PS2,School Days LxH,PS2,Otros,$0
Interchannel,Adventure,PS2,SoulLink Extension,PS2,Europa,$0
Interchannel,Adventure,PS2,SoulLink Extension,PS2,Japón,"$0,01"
Interchannel,Adventure,PS2,SoulLink Extension,PS2,Norte América,$0
Interchannel,Adventure,PS2,SoulLink Extension,PS2,Otros,$0
Interchannel-Holon,Strategy,PS2,Palais de Reine,PS2,Europa,$0
Interchannel-Holon,Strategy,PS2,Palais de Reine,PS2,Japón,"$0,01"
Interchannel-Holon,Strategy,PS2,Palais de Reine,PS2,Norte América,$0
Interchannel-Holon,Strategy,PS2,Palais de Reine,PS2,Otros,$0
Intergrow,Platform,3DS,Shantae and the Pirate's Curse,3DS,Europa,$0
Intergrow,Platform,3DS,Shantae and the Pirate's Curse,3DS,Japón,"$0,03"
Intergrow,Platform,3DS,Shantae and the Pirate's Curse,3DS,Norte América,$0
Intergrow,Platform,3DS,Shantae and the Pirate's Curse,3DS,Otros,$0
Interplay,Action,PS,Cyberia,PS,Europa,"$0,03"
Interplay,Action,PS,Cyberia,PS,Japón,$0
Interplay,Action,PS,Cyberia,PS,Norte América,"$0,05"
Interplay,Action,PS,Cyberia,PS,Otros,"$0,01"
Interplay,Action,XB,Hunter: The Reckoning,XB,Europa,"$0,08"
Interplay,Action,XB,Hunter: The Reckoning,XB,Japón,$0
Interplay,Action,XB,Hunter: The Reckoning,XB,Norte América,"$0,28"
Interplay,Action,XB,Hunter: The Reckoning,XB,Otros,"$0,01"
Interplay,Action,PS2,Hunter: The Reckoning  Wayward,PS2,Europa,"$0,16"
Interplay,Action,PS2,Hunter: The Reckoning  Wayward,PS2,Japón,$0
Interplay,Action,PS2,Hunter: The Reckoning  Wayward,PS2,Norte América,"$0,21"
Interplay,Action,PS2,Hunter: The Reckoning  Wayward,PS2,Otros,"$0,06"
Interplay,Action,XB,Hunter: The Reckoning Redeemer,XB,Europa,"$0,04"
Interplay,Action,XB,Hunter: The Reckoning Redeemer,XB,Japón,$0
Interplay,Action,XB,Hunter: The Reckoning Redeemer,XB,Norte América,"$0,13"
Interplay,Action,XB,Hunter: The Reckoning Redeemer,XB,Otros,"$0,01"
Interplay,Action,PS,Norse by Norsewest: The Return of the Lost Vikings,PS,Europa,"$0,03"
Interplay,Action,PS,Norse by Norsewest: The Return of the Lost Vikings,PS,Japón,$0
Interplay,Action,PS,Norse by Norsewest: The Return of the Lost Vikings,PS,Norte América,"$0,04"
Interplay,Action,PS,Norse by Norsewest: The Return of the Lost Vikings,PS,Otros,$0
Interplay,Action,PS,Wild 9,PS,Europa,"$0,09"
Interplay,Action,PS,Wild 9,PS,Japón,$0
Interplay,Action,PS,Wild 9,PS,Norte América,"$0,13"
Interplay,Action,PS,Wild 9,PS,Otros,"$0,02"
Interplay,Adventure,PS,Casper,PS,Europa,"$0,31"
Interplay,Adventure,PS,Casper,PS,Japón,$0
Interplay,Adventure,PS,Casper,PS,Norte América,"$0,46"
Interplay,Adventure,PS,Casper,PS,Otros,"$0,05"
Interplay,Fighting,N64,ClayFighter 63 1/3,N64,Europa,"$0,04"
Interplay,Fighting,N64,ClayFighter 63 1/3,N64,Japón,$0
Interplay,Fighting,N64,ClayFighter 63 1/3,N64,Norte América,"$0,17"
Interplay,Fighting,N64,ClayFighter 63 1/3,N64,Otros,$0
Interplay,Misc,PS,Caesars Palace 2000: Millennium Gold Edition,PS,Europa,"$0,29"
Interplay,Misc,PS,Caesars Palace 2000: Millennium Gold Edition,PS,Japón,$0
Interplay,Misc,PS,Caesars Palace 2000: Millennium Gold Edition,PS,Norte América,"$0,43"
Interplay,Misc,PS,Caesars Palace 2000: Millennium Gold Edition,PS,Otros,"$0,05"
Interplay,Misc,PS,Caesars Palace II,PS,Europa,"$0,09"
Interplay,Misc,PS,Caesars Palace II,PS,Japón,$0
Interplay,Misc,PS,Caesars Palace II,PS,Norte América,"$0,14"
Interplay,Misc,PS,Caesars Palace II,PS,Otros,"$0,02"
Interplay,Platform,GBA,Earthworm Jim,GBA,Europa,"$0,08"
Interplay,Platform,GBA,Earthworm Jim,GBA,Japón,$0
Interplay,Platform,GBA,Earthworm Jim,GBA,Norte América,"$0,2"
Interplay,Platform,GBA,Earthworm Jim,GBA,Otros,"$0,01"
Interplay,Platform,N64,Earthworm Jim 3D,N64,Europa,"$0,02"
Interplay,Platform,N64,Earthworm Jim 3D,N64,Japón,$0
Interplay,Platform,N64,Earthworm Jim 3D,N64,Norte América,"$0,1"
Interplay,Platform,N64,Earthworm Jim 3D,N64,Otros,$0
Interplay,Platform,GBA,Pitfall: The Mayan Adventure,GBA,Europa,"$0,07"
Interplay,Platform,GBA,Pitfall: The Mayan Adventure,GBA,Japón,$0
Interplay,Platform,GBA,Pitfall: The Mayan Adventure,GBA,Norte América,"$0,2"
Interplay,Platform,GBA,Pitfall: The Mayan Adventure,GBA,Otros,"$0,01"
Interplay,Racing,PS,Crime Killer,PS,Europa,"$0,04"
Interplay,Racing,PS,Crime Killer,PS,Japón,$0
Interplay,Racing,PS,Crime Killer,PS,Norte América,"$0,07"
Interplay,Racing,PS,Crime Killer,PS,Otros,"$0,01"
Interplay,Racing,PS,Renegade Racers,PS,Europa,"$0,01"
Interplay,Racing,PS,Renegade Racers,PS,Japón,$0
Interplay,Racing,PS,Renegade Racers,PS,Norte América,"$0,01"
Interplay,Racing,PS,Renegade Racers,PS,Otros,$0
Interplay,Racing,SNES,Rock N' Roll Racing,SNES,Europa,$0
Interplay,Racing,SNES,Rock N' Roll Racing,SNES,Japón,"$0,01"
Interplay,Racing,SNES,Rock N' Roll Racing,SNES,Norte América,$0
Interplay,Racing,SNES,Rock N' Roll Racing,SNES,Otros,$0
Interplay,Racing,PS2,Wild Wild Racing,PS2,Europa,"$0,08"
Interplay,Racing,PS2,Wild Wild Racing,PS2,Japón,$0
Interplay,Racing,PS2,Wild Wild Racing,PS2,Norte América,"$0,1"
Interplay,Racing,PS2,Wild Wild Racing,PS2,Otros,"$0,03"
Interplay,Role-Playing,PS2,Baldur's Gate: Dark Alliance II,PS2,Europa,"$0,26"
Interplay,Role-Playing,PS2,Baldur's Gate: Dark Alliance II,PS2,Japón,$0
Interplay,Role-Playing,PS2,Baldur's Gate: Dark Alliance II,PS2,Norte América,"$0,34"
Interplay,Role-Playing,PS2,Baldur's Gate: Dark Alliance II,PS2,Otros,"$0,09"
Interplay,Role-Playing,PC,Icewind Dale II,PC,Europa,"$0,01"
Interplay,Role-Playing,PC,Icewind Dale II,PC,Japón,$0
Interplay,Role-Playing,PC,Icewind Dale II,PC,Norte América,$0
Interplay,Role-Playing,PC,Icewind Dale II,PC,Otros,$0
Interplay,Role-Playing,PC,Planescape: Torment,PC,Europa,"$0,02"
Interplay,Role-Playing,PC,Planescape: Torment,PC,Japón,$0
Interplay,Role-Playing,PC,Planescape: Torment,PC,Norte América,"$0,01"
Interplay,Role-Playing,PC,Planescape: Torment,PC,Otros,"$0,01"
Interplay,Shooter,PS,Descent,PS,Europa,"$0,07"
Interplay,Shooter,PS,Descent,PS,Japón,$0
Interplay,Shooter,PS,Descent,PS,Norte América,"$0,11"
Interplay,Shooter,PS,Descent,PS,Otros,"$0,01"
Interplay,Shooter,PS,Disruptor,PS,Europa,"$0,05"
Interplay,Shooter,PS,Disruptor,PS,Japón,$0
Interplay,Shooter,PS,Disruptor,PS,Norte América,"$0,07"
Interplay,Shooter,PS,Disruptor,PS,Otros,"$0,01"
Interplay,Shooter,PS2,Giants: Citizen Kabuto,PS2,Europa,"$0,02"
Interplay,Shooter,PS2,Giants: Citizen Kabuto,PS2,Japón,$0
Interplay,Shooter,PS2,Giants: Citizen Kabuto,PS2,Norte América,"$0,03"
Interplay,Shooter,PS2,Giants: Citizen Kabuto,PS2,Otros,"$0,01"
Interplay,Shooter,PS,MDK,PS,Europa,"$0,08"
Interplay,Shooter,PS,MDK,PS,Japón,$0
Interplay,Shooter,PS,MDK,PS,Norte América,"$0,11"
Interplay,Shooter,PS,MDK,PS,Otros,"$0,01"
Interplay,Shooter,PS,Tempest 3X,PS,Europa,"$0,03"
Interplay,Shooter,PS,Tempest 3X,PS,Japón,$0
Interplay,Shooter,PS,Tempest 3X,PS,Norte América,"$0,04"
Interplay,Shooter,PS,Tempest 3X,PS,Otros,"$0,01"
Interplay,Simulation,PC,Airline Tycoon,PC,Europa,"$0,01"
Interplay,Simulation,PC,Airline Tycoon,PC,Japón,$0
Interplay,Simulation,PC,Airline Tycoon,PC,Norte América,$0
Interplay,Simulation,PC,Airline Tycoon,PC,Otros,$0
Interplay,Simulation,PS,R/C Stunt Copter,PS,Europa,"$0,03"
Interplay,Simulation,PS,R/C Stunt Copter,PS,Japón,$0
Interplay,Simulation,PS,R/C Stunt Copter,PS,Norte América,"$0,04"
Interplay,Simulation,PS,R/C Stunt Copter,PS,Otros,"$0,01"
Interplay,Sports,PS,Interplay Sports Baseball 2000,PS,Europa,"$0,02"
Interplay,Sports,PS,Interplay Sports Baseball 2000,PS,Japón,$0
Interplay,Sports,PS,Interplay Sports Baseball 2000,PS,Norte América,"$0,03"
Interplay,Sports,PS,Interplay Sports Baseball 2000,PS,Otros,$0
Interplay,Sports,N64,Milo's Astro Lanes,N64,Europa,"$0,02"
Interplay,Sports,N64,Milo's Astro Lanes,N64,Japón,$0
Interplay,Sports,N64,Milo's Astro Lanes,N64,Norte América,"$0,08"
Interplay,Sports,N64,Milo's Astro Lanes,N64,Otros,$0
Interplay,Sports,PS,Virtual Pool,PS,Europa,"$0,19"
Interplay,Sports,PS,Virtual Pool,PS,Japón,$0
Interplay,Sports,PS,Virtual Pool,PS,Norte América,"$0,28"
Interplay,Sports,PS,Virtual Pool,PS,Otros,"$0,03"
Interplay Productions,Shooter,PS,Descent Maximum,PS,Europa,"$0,04"
Interplay Productions,Shooter,PS,Descent Maximum,PS,Japón,$0
Interplay Productions,Shooter,PS,Descent Maximum,PS,Norte América,"$0,05"
Interplay Productions,Shooter,PS,Descent Maximum,PS,Otros,"$0,01"
"Interworks Unlimited, Inc.",Sports,PS3,Pro Angler Moves,PS3,Europa,$0
"Interworks Unlimited, Inc.",Sports,PS3,Pro Angler Moves,PS3,Japón,$0
"Interworks Unlimited, Inc.",Sports,PS3,Pro Angler Moves,PS3,Norte América,"$0,01"
"Interworks Unlimited, Inc.",Sports,PS3,Pro Angler Moves,PS3,Otros,$0
Inti Creates,Action,3DS,Azure Striker Gunvolt: Striker Pack,3DS,Europa,$0
Inti Creates,Action,3DS,Azure Striker Gunvolt: Striker Pack,3DS,Japón,"$0,01"
Inti Creates,Action,3DS,Azure Striker Gunvolt: Striker Pack,3DS,Norte América,$0
Inti Creates,Action,3DS,Azure Striker Gunvolt: Striker Pack,3DS,Otros,$0
Introversion Software,Action,PS4,Prison Architect,PS4,Europa,"$0,01"
Introversion Software,Action,PS4,Prison Architect,PS4,Japón,$0
Introversion Software,Action,PS4,Prison Architect,PS4,Norte América,"$0,01"
Introversion Software,Action,PS4,Prison Architect,PS4,Otros,$0
inXile Entertainment,Role-Playing,PC,Wasteland 2,PC,Europa,"$0,06"
inXile Entertainment,Role-Playing,PC,Wasteland 2,PC,Japón,$0
inXile Entertainment,Role-Playing,PC,Wasteland 2,PC,Norte América,"$0,02"
inXile Entertainment,Role-Playing,PC,Wasteland 2,PC,Otros,"$0,01"
Irem Software Engineering,Action,PSP,Hammerin' Hero,PSP,Europa,$0
Irem Software Engineering,Action,PSP,Hammerin' Hero,PSP,Japón,$0
Irem Software Engineering,Action,PSP,Hammerin' Hero,PSP,Norte América,"$0,06"
Irem Software Engineering,Action,PSP,Hammerin' Hero,PSP,Otros,"$0,01"
Irem Software Engineering,Action,3DS,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Europa,$0
Irem Software Engineering,Action,3DS,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Japón,"$0,02"
Irem Software Engineering,Action,3DS,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Norte América,$0
Irem Software Engineering,Action,3DS,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Otros,$0
Irem Software Engineering,Action,PSP,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Europa,$0
Irem Software Engineering,Action,PSP,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Japón,"$0,07"
Irem Software Engineering,Action,PSP,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Norte América,$0
Irem Software Engineering,Action,PSP,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Otros,$0
Irem Software Engineering,Fighting,PSP,Steambot Chronicles: Battle Tournament,PSP,Europa,$0
Irem Software Engineering,Fighting,PSP,Steambot Chronicles: Battle Tournament,PSP,Japón,"$0,01"
Irem Software Engineering,Fighting,PSP,Steambot Chronicles: Battle Tournament,PSP,Norte América,"$0,05"
Irem Software Engineering,Fighting,PSP,Steambot Chronicles: Battle Tournament,PSP,Otros,$0
Irem Software Engineering,Misc,PS2,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,Europa,$0
Irem Software Engineering,Misc,PS2,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,Japón,"$0,06"
Irem Software Engineering,Misc,PS2,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,Norte América,$0
Irem Software Engineering,Misc,PS2,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,Otros,$0
Irem Software Engineering,Misc,PS2,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Europa,$0
Irem Software Engineering,Misc,PS2,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Japón,"$0,05"
Irem Software Engineering,Misc,PS2,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Norte América,$0
Irem Software Engineering,Misc,PS2,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Otros,$0
Irem Software Engineering,Misc,PS3,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Europa,$0
Irem Software Engineering,Misc,PS3,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Japón,"$0,02"
Irem Software Engineering,Misc,PS3,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Norte América,$0
Irem Software Engineering,Misc,PS3,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Otros,$0
Irem Software Engineering,Misc,3DS,PachiPara 3D,3DS,Europa,$0
Irem Software Engineering,Misc,3DS,PachiPara 3D,3DS,Japón,"$0,02"
Irem Software Engineering,Misc,3DS,PachiPara 3D,3DS,Norte América,$0
Irem Software Engineering,Misc,3DS,PachiPara 3D,3DS,Otros,$0
Irem Software Engineering,Misc,PSP,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Europa,$0
Irem Software Engineering,Misc,PSP,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Japón,"$0,02"
Irem Software Engineering,Misc,PSP,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Norte América,$0
Irem Software Engineering,Misc,PSP,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Otros,$0
Irem Software Engineering,Role-Playing,PSP,DokuSui: DokiDoki Suikoden,PSP,Europa,$0
Irem Software Engineering,Role-Playing,PSP,DokuSui: DokiDoki Suikoden,PSP,Japón,"$0,01"
Irem Software Engineering,Role-Playing,PSP,DokuSui: DokiDoki Suikoden,PSP,Norte América,$0
Irem Software Engineering,Role-Playing,PSP,DokuSui: DokiDoki Suikoden,PSP,Otros,$0
Irem Software Engineering,Shooter,PS,R-Type Delta,PS,Europa,"$0,01"
Irem Software Engineering,Shooter,PS,R-Type Delta,PS,Japón,$0
Irem Software Engineering,Shooter,PS,R-Type Delta,PS,Norte América,"$0,01"
Irem Software Engineering,Shooter,PS,R-Type Delta,PS,Otros,$0
Irem Software Engineering,Strategy,PSP,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Europa,$0
Irem Software Engineering,Strategy,PSP,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Japón,"$0,03"
Irem Software Engineering,Strategy,PSP,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Norte América,$0
Irem Software Engineering,Strategy,PSP,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Otros,$0
ITT Family Games,Action,2600,Alien's Return,2600,Europa,"$0,02"
ITT Family Games,Action,2600,Alien's Return,2600,Japón,$0
ITT Family Games,Action,2600,Alien's Return,2600,Norte América,"$0,32"
ITT Family Games,Action,2600,Alien's Return,2600,Otros,$0
Ivolgamus,Puzzle,PSP,Fading Shadows,PSP,Europa,$0
Ivolgamus,Puzzle,PSP,Fading Shadows,PSP,Japón,$0
Ivolgamus,Puzzle,PSP,Fading Shadows,PSP,Norte América,"$0,03"
Ivolgamus,Puzzle,PSP,Fading Shadows,PSP,Otros,$0
iWin,Puzzle,DS,Jewel Quest IV: Heritage,DS,Europa,"$0,05"
iWin,Puzzle,DS,Jewel Quest IV: Heritage,DS,Japón,$0
iWin,Puzzle,DS,Jewel Quest IV: Heritage,DS,Norte América,$0
iWin,Puzzle,DS,Jewel Quest IV: Heritage,DS,Otros,"$0,01"
Jack of All Games,Platform,DS,Hoppie,DS,Europa,$0
Jack of All Games,Platform,DS,Hoppie,DS,Japón,$0
Jack of All Games,Platform,DS,Hoppie,DS,Norte América,"$0,02"
Jack of All Games,Platform,DS,Hoppie,DS,Otros,$0
Jack of All Games,Platform,GBA,The Cat in the Hat,GBA,Europa,"$0,1"
Jack of All Games,Platform,GBA,The Cat in the Hat,GBA,Japón,$0
Jack of All Games,Platform,GBA,The Cat in the Hat,GBA,Norte América,"$0,27"
Jack of All Games,Platform,GBA,The Cat in the Hat,GBA,Otros,"$0,01"
Jack of All Games,Shooter,DS,Veggy World,DS,Europa,$0
Jack of All Games,Shooter,DS,Veggy World,DS,Japón,$0
Jack of All Games,Shooter,DS,Veggy World,DS,Norte América,"$0,02"
Jack of All Games,Shooter,DS,Veggy World,DS,Otros,$0
Jaleco,Action,PS,Dragonseeds,PS,Europa,"$0,02"
Jaleco,Action,PS,Dragonseeds,PS,Japón,"$0,04"
Jaleco,Action,PS,Dragonseeds,PS,Norte América,"$0,03"
Jaleco,Action,PS,Dragonseeds,PS,Otros,"$0,01"
Jaleco,Action,XB,NightCaster II: Equinox,XB,Europa,"$0,01"
Jaleco,Action,XB,NightCaster II: Equinox,XB,Japón,$0
Jaleco,Action,XB,NightCaster II: Equinox,XB,Norte América,"$0,03"
Jaleco,Action,XB,NightCaster II: Equinox,XB,Otros,$0
Jaleco,Fighting,PS,K-1 Grand Prix,PS,Europa,"$0,01"
Jaleco,Fighting,PS,K-1 Grand Prix,PS,Japón,$0
Jaleco,Fighting,PS,K-1 Grand Prix,PS,Norte América,"$0,01"
Jaleco,Fighting,PS,K-1 Grand Prix,PS,Otros,$0
Jaleco,Misc,PS2,Idol Janshi Suchie-Pai IV,PS2,Europa,$0
Jaleco,Misc,PS2,Idol Janshi Suchie-Pai IV,PS2,Japón,"$0,01"
Jaleco,Misc,PS2,Idol Janshi Suchie-Pai IV,PS2,Norte América,$0
